JGA1_FoxPos	JGA3_FoxPos	JGA5_FoxPos	JGA7_FoxPos	JGC1_NcolPos	JGC3_NcolPos	JGC5_NcolPos	JGC7_NcolPos	JGD1_ElavPos	JGD3_ElavPos	JGD5_ElavPos	JGD7_ElavPos
ARCH1021_IRF_IRF9_IRF4_IRF8	1.05988622965565	1.05988622965565	1.05988622965565	1.05988622965565	0.970239361387835	0.970239361387835	0.970239361387835	0.970239361387835	0.710600137468855	0.710600137468855	0.710600137468855	0.710600137468855
ARCH1022_zf_C2H2_ZNF787	1.47220139930035	1.47220139930035	1.47220139930035	1.47220139930035	0.812525920898843	0.812525920898843	0.812525920898843	0.812525920898843	0.94064155101904	0.94064155101904	0.94064155101904	0.94064155101904
ARCH1023_MBNL2	0.715789153973485	0.715789153973485	0.715789153973485	0.715789153973485	0.759734926972255	0.759734926972255	0.759734926972255	0.759734926972255	0.778299954506811	0.778299954506811	0.778299954506811	0.778299954506811
ARCH1024_zf_C2H2_ZNF197	0.836910595201104	0.836910595201104	0.836910595201104	0.836910595201104	0.89149731433273	0.89149731433273	0.89149731433273	0.89149731433273	1.07417815680487	1.07417815680487	1.07417815680487	1.07417815680487
ARCH1025_zf_C2H2_ZNF124	0.792001680319261	0.792001680319261	0.792001680319261	0.792001680319261	0.892147843529654	0.892147843529654	0.892147843529654	0.892147843529654	0.942889715417611	0.942889715417611	0.942889715417611	0.942889715417611
ARCH1026_zf_C2H2_BCL11A	0.795897863095121	0.795897863095121	0.795897863095121	0.795897863095121	0.861124526227374	0.861124526227374	0.861124526227374	0.861124526227374	1.33379160199165	1.33379160199165	1.33379160199165	1.33379160199165
ARCH1027_Ets_IRF_SPI1_IRF4_IRF8_Irf4_Irf8	0.816455915468561	0.816455915468561	0.816455915468561	0.816455915468561	0.776854051200845	0.776854051200845	0.776854051200845	0.776854051200845	1.21925394235036	1.21925394235036	1.21925394235036	1.21925394235036
ARCH1028_IRF_IRF4	1.11749523754387	1.11749523754387	1.11749523754387	1.11749523754387	1.00444899009667	1.00444899009667	1.00444899009667	1.00444899009667	1.20449849239926	1.20449849239926	1.20449849239926	1.20449849239926
ARCH1029_STAT_zf_C2H2_STAT2_ZNF71	1.34460768422827	1.34460768422827	1.34460768422827	1.34460768422827	0.987198254432967	0.987198254432967	0.987198254432967	0.987198254432967	0.864130037299788	0.864130037299788	0.864130037299788	0.864130037299788
ARCH102_islike_FOXL1_FOXC1	1.24619201160026	1.24619201160026	1.24619201160026	1.24619201160026	1.03965597930225	1.03965597930225	1.03965597930225	1.03965597930225	1.43629191089465	1.43629191089465	1.43629191089465	1.43629191089465
ARCH1030_zf_C2H2_ZNF41	0.916504627829198	0.916504627829198	0.916504627829198	0.916504627829198	1.01591530276901	1.01591530276901	1.01591530276901	1.01591530276901	1.02784368154246	1.02784368154246	1.02784368154246	1.02784368154246
ARCH1031_zf_C2H2_PRDM1	1.09168424947534	1.09168424947534	1.09168424947534	1.09168424947534	0.833875077300946	0.833875077300946	0.833875077300946	0.833875077300946	0.818594729703442	0.818594729703442	0.818594729703442	0.818594729703442
ARCH1032_zf_C2H2_ZNF34	1.00709789805118	1.00709789805118	1.00709789805118	1.00709789805118	1.05849747986791	1.05849747986791	1.05849747986791	1.05849747986791	0.962613428852367	0.962613428852367	0.962613428852367	0.962613428852367
ARCH1033_HMGbox_Sox_pan	0.969396569454157	0.969396569454157	0.969396569454157	0.969396569454157	0.802446225917129	0.802446225917129	0.802446225917129	0.802446225917129	0.953532170089609	0.953532170089609	0.953532170089609	0.953532170089609
ARCH1034_zf_C2H2_Ets_BCL11A_SPI1_SPIB_Spib	0.930210017926354	0.930210017926354	0.930210017926354	0.930210017926354	0.67232028558532	0.67232028558532	0.67232028558532	0.67232028558532	1.20130494800934	1.20130494800934	1.20130494800934	1.20130494800934
ARCH1035_HMGbox_Sox_TCF7	0.761700064641241	0.761700064641241	0.761700064641241	0.761700064641241	0.691793328773996	0.691793328773996	0.691793328773996	0.691793328773996	0.827026148692566	0.827026148692566	0.827026148692566	0.827026148692566
ARCH1036_HMGbox_Sox_Tcf7	0.608577408701089	0.608577408701089	0.608577408701089	0.608577408701089	0.515107307608156	0.515107307608156	0.515107307608156	0.515107307608156	1.26808939321501	1.26808939321501	1.26808939321501	1.26808939321501
ARCH1037_IRF7	0.740798234876305	0.740798234876305	0.740798234876305	0.740798234876305	0.857503666526205	0.857503666526205	0.857503666526205	0.857503666526205	0.950697375019218	0.950697375019218	0.950697375019218	0.950697375019218
ARCH1038_YBX1	1.61253089369031	1.61253089369031	1.61253089369031	1.61253089369031	1.02706255707659	1.02706255707659	1.02706255707659	1.02706255707659	0.584676987026697	0.584676987026697	0.584676987026697	0.584676987026697
ARCH1039_zf_C2H2_Zfp740	0.978707303286537	0.978707303286537	0.978707303286537	0.978707303286537	1.26726191749945	1.26726191749945	1.26726191749945	1.26726191749945	0.940235644922329	0.940235644922329	0.940235644922329	0.940235644922329
ARCH103_zf_C4_Nuclear_receptors_nhr_65	1.07613547325872	1.07613547325872	1.07613547325872	1.07613547325872	1.27316424209679	1.27316424209679	1.27316424209679	1.27316424209679	1.07419413494132	1.07419413494132	1.07419413494132	1.07419413494132
ARCH1040_zf_C2H2_ZNF449	0.940701675869535	0.940701675869535	0.940701675869535	0.940701675869535	1.19482927553444	1.19482927553444	1.19482927553444	1.19482927553444	1.15441824109476	1.15441824109476	1.15441824109476	1.15441824109476
ARCH1041_GCM_GCM1	0.645551850000342	0.645551850000342	0.645551850000342	0.645551850000342	0.833278843844245	0.833278843844245	0.833278843844245	0.833278843844245	0.665089442775568	0.665089442775568	0.665089442775568	0.665089442775568
ARCH1042_zf_C2H2_lola	0.946287721939896	0.946287721939896	0.946287721939896	0.946287721939896	1.1769005247978	1.1769005247978	1.1769005247978	1.1769005247978	1.36587040580403	1.36587040580403	1.36587040580403	1.36587040580403
ARCH1043_zf_C2H2_ZNF793	0.884464543731587	0.884464543731587	0.884464543731587	0.884464543731587	1.03196901478356	1.03196901478356	1.03196901478356	1.03196901478356	1.26739072137302	1.26739072137302	1.26739072137302	1.26739072137302
ARCH1044_zf_C2H2_ZNF449	0.985793567026756	0.985793567026756	0.985793567026756	0.985793567026756	1.04292456770925	1.04292456770925	1.04292456770925	1.04292456770925	0.759743756681376	0.759743756681376	0.759743756681376	0.759743756681376
ARCH1045_TFCP2	1.26995377066848	1.26995377066848	1.26995377066848	1.26995377066848	0.969061723374763	0.969061723374763	0.969061723374763	0.969061723374763	1.18817880128721	1.18817880128721	1.18817880128721	1.18817880128721
ARCH1046_PH0126.1_Obox6	1.05736438456038	1.05736438456038	1.05736438456038	1.05736438456038	0.70268918990087	0.70268918990087	0.70268918990087	0.70268918990087	0.860573946611311	0.860573946611311	0.860573946611311	0.860573946611311
ARCH1047_ETV6_ETV7_ELF3	1.24272683483331	1.24272683483331	1.24272683483331	1.24272683483331	0.744189005768578	0.744189005768578	0.744189005768578	0.744189005768578	1.01761298796374	1.01761298796374	1.01761298796374	1.01761298796374
ARCH1048_EHF_ELF3_ELF5_Ets98B	1.25917317838776	1.25917317838776	1.25917317838776	1.25917317838776	1.23363853685194	1.23363853685194	1.23363853685194	1.23363853685194	1.43531715535978	1.43531715535978	1.43531715535978	1.43531715535978
ARCH1049_TRP2	1.22705903445498	1.22705903445498	1.22705903445498	1.22705903445498	0.787907751417134	0.787907751417134	0.787907751417134	0.787907751417134	0.847080039177187	0.847080039177187	0.847080039177187	0.847080039177187
ARCH104_CG4956	0.966083369629269	0.966083369629269	0.966083369629269	0.966083369629269	1.19639954994374	1.19639954994374	1.19639954994374	1.19639954994374	1.3175473535833	1.3175473535833	1.3175473535833	1.3175473535833
ARCH1050_Pcbp2	0.899495770254918	0.899495770254918	0.899495770254918	0.899495770254918	0.829505630483401	0.829505630483401	0.829505630483401	0.829505630483401	0.732700799264862	0.732700799264862	0.732700799264862	0.732700799264862
ARCH1051_TF3A	1.47196641104827	1.47196641104827	1.47196641104827	1.47196641104827	1.17048322446556	1.17048322446556	1.17048322446556	1.17048322446556	0.768115588710923	0.768115588710923	0.768115588710923	0.768115588710923
ARCH1052_Unknown2	0.93448862316259	0.93448862316259	0.93448862316259	0.93448862316259	1.00643687331145	1.00643687331145	1.00643687331145	1.00643687331145	1.11252252848704	1.11252252848704	1.11252252848704	1.11252252848704
ARCH1053_HNRNPA2B1	0.93280660090123	0.93280660090123	0.93280660090123	0.93280660090123	0.737149908499091	0.737149908499091	0.737149908499091	0.737149908499091	0.966172298804546	0.966172298804546	0.966172298804546	0.966172298804546
ARCH1054_zf_C2H2_ZNF485	1.10893092414832	1.10893092414832	1.10893092414832	1.10893092414832	1.21555773373069	1.21555773373069	1.21555773373069	1.21555773373069	1.21274528179794	1.21274528179794	1.21274528179794	1.21274528179794
ARCH1055_zf_C2H2_ZNF480	1.04743386037623	1.04743386037623	1.04743386037623	1.04743386037623	0.730975660974311	0.730975660974311	0.730975660974311	0.730975660974311	0.836849809354797	0.836849809354797	0.836849809354797	0.836849809354797
ARCH1056_zf_C2H2_ZNF10	0.683813755270436	0.683813755270436	0.683813755270436	0.683813755270436	0.858354364608076	0.858354364608076	0.858354364608076	0.858354364608076	0.917190653625213	0.917190653625213	0.917190653625213	0.917190653625213
ARCH1057_STB5	0.799641843938209	0.799641843938209	0.799641843938209	0.799641843938209	2.03134666350979	2.03134666350979	2.03134666350979	2.03134666350979	2.15143486652828	2.15143486652828	2.15143486652828	2.15143486652828
ARCH1058_zf_C2H2_ZNF222	1.09115827050002	1.09115827050002	1.09115827050002	1.09115827050002	0.838934582603369	0.838934582603369	0.838934582603369	0.838934582603369	0.851968207145198	0.851968207145198	0.851968207145198	0.851968207145198
ARCH1059_T_box_Tbx3	1.12147740320104	1.12147740320104	1.12147740320104	1.12147740320104	1.12468633761204	1.12468633761204	1.12468633761204	1.12468633761204	1.05147322491906	1.05147322491906	1.05147322491906	1.05147322491906
ARCH105_zf_C2H2_ZBTB20	0.896799276989593	0.896799276989593	0.896799276989593	0.896799276989593	0.982589864748719	0.982589864748719	0.982589864748719	0.982589864748719	0.726983045151794	0.726983045151794	0.726983045151794	0.726983045151794
ARCH1060	1.49961581896365	1.49961581896365	1.49961581896365	1.49961581896365	0.984527227420157	0.984527227420157	0.984527227420157	0.984527227420157	1.06155076428925	1.06155076428925	1.06155076428925	1.06155076428925
ARCH1061_nit-4	1.77813826275582	1.77813826275582	1.77813826275582	1.77813826275582	0.772890510123289	0.772890510123289	0.772890510123289	0.772890510123289	1.65252453972129	1.65252453972129	1.65252453972129	1.65252453972129
ARCH1062_ZNF354C	0.909425968726523	0.909425968726523	0.909425968726523	0.909425968726523	1.09683454509648	1.09683454509648	1.09683454509648	1.09683454509648	1.10608644774373	1.10608644774373	1.10608644774373	1.10608644774373
ARCH1063_islike_ERG_FEV_FLI1_ETV6_ETV7_ELF4_ELF1_Eip74EF_ELF2_EHF_ELF5_ELF3_Elf5	1.12564779557124	1.12564779557124	1.12564779557124	1.12564779557124	0.743273644137867	0.743273644137867	0.743273644137867	0.743273644137867	1.3401003507957	1.3401003507957	1.3401003507957	1.3401003507957
ARCH1064_islike_ERG_FEV_FLI1_Eip74EF_ELF4_ELF2_ELF1	1.00037828896033	1.00037828896033	1.00037828896033	1.00037828896033	0.638775341103685	0.638775341103685	0.638775341103685	0.638775341103685	1.50108187726549	1.50108187726549	1.50108187726549	1.50108187726549
ARCH1065_islike_ERG_FEV_FLI1_ETV4_ETV5	0.906535881161683	0.906535881161683	0.906535881161683	0.906535881161683	0.824654539669653	0.824654539669653	0.824654539669653	0.824654539669653	1.30560350694206	1.30560350694206	1.30560350694206	1.30560350694206
ARCH1066_SPDEF_Ets_SPIC_Spic_SPI1_SPIB	1.09667138629341	1.09667138629341	1.09667138629341	1.09667138629341	0.77247935440985	0.77247935440985	0.77247935440985	0.77247935440985	1.24078187920818	1.24078187920818	1.24078187920818	1.24078187920818
ARCH1067_Ets_SPIB	0.958879063173487	0.958879063173487	0.958879063173487	0.958879063173487	0.767720673935174	0.767720673935174	0.767720673935174	0.767720673935174	1.40845304481351	1.40845304481351	1.40845304481351	1.40845304481351
ARCH1068_Ets_SPIB	0.916914697013909	0.916914697013909	0.916914697013909	0.916914697013909	0.796876581467516	0.796876581467516	0.796876581467516	0.796876581467516	1.21853567787769	1.21853567787769	1.21853567787769	1.21853567787769
ARCH1069_Ets_SPI1_Spi1	1.01620867536042	1.01620867536042	1.01620867536042	1.01620867536042	0.823310439644749	0.823310439644749	0.823310439644749	0.823310439644749	1.13748478817773	1.13748478817773	1.13748478817773	1.13748478817773
ARCH106_POU2F2	1.2288187483926	1.2288187483926	1.2288187483926	1.2288187483926	1.5389445222894	1.5389445222894	1.5389445222894	1.5389445222894	1.2014964312536	1.2014964312536	1.2014964312536	1.2014964312536
ARCH1070_Ets_ETV2_Etv2	1.01865695330246	1.01865695330246	1.01865695330246	1.01865695330246	0.878550937892972	0.878550937892972	0.878550937892972	0.878550937892972	1.13569588537228	1.13569588537228	1.13569588537228	1.13569588537228
ARCH1071_Ets_ETS1_ERG_ETV5_Ets1_Erg	0.830971819143454	0.830971819143454	0.830971819143454	0.830971819143454	0.744002014209764	0.744002014209764	0.744002014209764	0.744002014209764	1.16336412317551	1.16336412317551	1.16336412317551	1.16336412317551
ARCH1072_Ets_Elf2	1.09973771441444	1.09973771441444	1.09973771441444	1.09973771441444	0.790427040790171	0.790427040790171	0.790427040790171	0.790427040790171	1.44750659936179	1.44750659936179	1.44750659936179	1.44750659936179
ARCH1073_ATHB20	1.88875976758165	1.88875976758165	1.88875976758165	1.88875976758165	1.40589133515639	1.40589133515639	1.40589133515639	1.40589133515639	1.28990543441	1.28990543441	1.28990543441	1.28990543441
ARCH1074_ANAC062	0.680832009244547	0.680832009244547	0.680832009244547	0.680832009244547	1.16691312312732	1.16691312312732	1.16691312312732	1.16691312312732	1.18523255558795	1.18523255558795	1.18523255558795	1.18523255558795
ARCH1075_Brn2	0.677549309103542	0.677549309103542	0.677549309103542	0.677549309103542	1.11722314123591	1.11722314123591	1.11722314123591	1.11722314123591	1.0112160010955	1.0112160010955	1.0112160010955	1.0112160010955
ARCH1076_HMGbox_Sox_SOX8	1.54591558534735	1.54591558534735	1.54591558534735	1.54591558534735	0.632471637079635	0.632471637079635	0.632471637079635	0.632471637079635	0.678959315021262	0.678959315021262	0.678959315021262	0.678959315021262
ARCH1077_HMGbox_Sox_SOX8_SOX10_SOX9_Sox10	1.23266426936907	1.23266426936907	1.23266426936907	1.23266426936907	0.876617223429525	0.876617223429525	0.876617223429525	0.876617223429525	0	0	0	0
ARCH1078_HMGbox_Sox_SOX10_SOX9_Sox10	2.92757763975155	2.92757763975155	2.92757763975155	2.92757763975155	2.11287228211219	2.11287228211219	2.11287228211219	2.11287228211219	1.70015828476869	1.70015828476869	1.70015828476869	1.70015828476869
ARCH1079_HMGbox_Sox_SOX21_SRY	1.37444959612749	1.37444959612749	1.37444959612749	1.37444959612749	0.383265204662211	0.383265204662211	0.383265204662211	0.383265204662211	0.808659973033831	0.808659973033831	0.808659973033831	0.808659973033831
ARCH107_zf_C2H2_br	1.11274444225851	1.11274444225851	1.11274444225851	1.11274444225851	1.09057765992679	1.09057765992679	1.09057765992679	1.09057765992679	1.55043939813904	1.55043939813904	1.55043939813904	1.55043939813904
ARCH1080_HMGbox_Sox_SOX15_SOX14_SOX2_Sox1	1.54989404457435	1.54989404457435	1.54989404457435	1.54989404457435	0.727076638256253	0.727076638256253	0.727076638256253	0.727076638256253	1.01317572202785	1.01317572202785	1.01317572202785	1.01317572202785
ARCH1081_HMGbox_Sox_SOX7	1.25647109002213	1.25647109002213	1.25647109002213	1.25647109002213	0.955385727563771	0.955385727563771	0.955385727563771	0.955385727563771	1.1915639260772	1.1915639260772	1.1915639260772	1.1915639260772
ARCH1082_HMGbox_Sox_SOX18	0.793919359932625	0.793919359932625	0.793919359932625	0.793919359932625	0.852434679334917	0.852434679334917	0.852434679334917	0.852434679334917	0.469403970878897	0.469403970878897	0.469403970878897	0.469403970878897
ARCH1083_HMGbox_Sox_SOX18_Sox17	1.73486082355648	1.73486082355648	1.73486082355648	1.73486082355648	1.13161324472675	1.13161324472675	1.13161324472675	1.13161324472675	1.53764315460698	1.53764315460698	1.53764315460698	1.53764315460698
ARCH1084_HMGbox_Sox_Sox3	0.632989759946282	0.632989759946282	0.632989759946282	0.632989759946282	0.600379009124775	0.600379009124775	0.600379009124775	0.600379009124775	0.374766073524281	0.374766073524281	0.374766073524281	0.374766073524281
ARCH1085_zf_C2H2_sens	1.50132186653926	1.50132186653926	1.50132186653926	1.50132186653926	2.06743416851838	2.06743416851838	2.06743416851838	2.06743416851838	1.7873458891158	1.7873458891158	1.7873458891158	1.7873458891158
ARCH1086_THAP_finger_CG14860	1.06457368718238	1.06457368718238	1.06457368718238	1.06457368718238	1.1135407973294	1.1135407973294	1.1135407973294	1.1135407973294	0.570429539079511	0.570429539079511	0.570429539079511	0.570429539079511
ARCH1087_zf_C2H2_BCL6_BCL6B	1.17103105590062	1.17103105590062	1.17103105590062	1.17103105590062	1.13828614838116	1.13828614838116	1.13828614838116	1.13828614838116	1.14406899819136	1.14406899819136	1.14406899819136	1.14406899819136
ARCH1088_zf_C2H2_ZSCAN23	0.979942306192988	0.979942306192988	0.979942306192988	0.979942306192988	1.17885577971925	1.17885577971925	1.17885577971925	1.17885577971925	0.871331120943953	0.871331120943953	0.871331120943953	0.871331120943953
ARCH1089_Homeodomains_POU6F1	1.35466317520637	1.35466317520637	1.35466317520637	1.35466317520637	1.22557683555589	1.22557683555589	1.22557683555589	1.22557683555589	1.39948954068743	1.39948954068743	1.39948954068743	1.39948954068743
ARCH108_Pou1f1	1.11314739154051	1.11314739154051	1.11314739154051	1.11314739154051	1.448894460573	1.448894460573	1.448894460573	1.448894460573	1.36382262408619	1.36382262408619	1.36382262408619	1.36382262408619
ARCH1090_Homeodomains_POU6F1_POU1F1_POU3F2_POU3F1_POU3F4	1.21539289662753	1.21539289662753	1.21539289662753	1.21539289662753	1.16448710831832	1.16448710831832	1.16448710831832	1.16448710831832	1.66918194954386	1.66918194954386	1.66918194954386	1.66918194954386
ARCH1091_Homeodomains_POU6F1	1.70928974959736	1.70928974959736	1.70928974959736	1.70928974959736	1.27903793562088	1.27903793562088	1.27903793562088	1.27903793562088	1.02278145122089	1.02278145122089	1.02278145122089	1.02278145122089
ARCH1092_POU2F2	1.25969414370774	1.25969414370774	1.25969414370774	1.25969414370774	1.36636000896796	1.36636000896796	1.36636000896796	1.36636000896796	1.08961193240215	1.08961193240215	1.08961193240215	1.08961193240215
ARCH1093_POU3F2	1.54373208875788	1.54373208875788	1.54373208875788	1.54373208875788	1.55776962728678	1.55776962728678	1.55776962728678	1.55776962728678	1.63630257454263	1.63630257454263	1.63630257454263	1.63630257454263
ARCH1094_POU3F1	1.29926262835091	1.29926262835091	1.29926262835091	1.29926262835091	1.61976315880065	1.61976315880065	1.61976315880065	1.61976315880065	1.47811351601095	1.47811351601095	1.47811351601095	1.47811351601095
ARCH1095_zf_C2H2_her	0.790093242535359	0.790093242535359	0.790093242535359	0.790093242535359	0.792843953219201	0.792843953219201	0.792843953219201	0.792843953219201	0.804692521506681	0.804692521506681	0.804692521506681	0.804692521506681
ARCH1096_zf_C2H2_sens	1.10177653108929	1.10177653108929	1.10177653108929	1.10177653108929	1.25589728081402	1.25589728081402	1.25589728081402	1.25589728081402	1.2027576822846	1.2027576822846	1.2027576822846	1.2027576822846
ARCH1097_zf_C2H2_sens_2	1.06205497972059	1.06205497972059	1.06205497972059	1.06205497972059	1.45626189101533	1.45626189101533	1.45626189101533	1.45626189101533	1.48898356110675	1.48898356110675	1.48898356110675	1.48898356110675
ARCH1098_Doublesex_DM_dsx	1.23918630254034	1.23918630254034	1.23918630254034	1.23918630254034	0.957306744442251	0.957306744442251	0.957306744442251	0.957306744442251	1.66408065538368	1.66408065538368	1.66408065538368	1.66408065538368
ARCH1099_Myb_CG8765	0.765552313370559	0.765552313370559	0.765552313370559	0.765552313370559	1.05350702051712	1.05350702051712	1.05350702051712	1.05350702051712	0.720885459773774	0.720885459773774	0.720885459773774	0.720885459773774
ARCH109_DPRX	0.849804830116561	0.849804830116561	0.849804830116561	0.849804830116561	1.23171926759903	1.23171926759903	1.23171926759903	1.23171926759903	1.81620578604097	1.81620578604097	1.81620578604097	1.81620578604097
ARCH10_GATA2_GATA3_GATA3	1.09468387296559	1.09468387296559	1.09468387296559	1.09468387296559	0.784401278015512	0.784401278015512	0.784401278015512	0.784401278015512	1.64528805110804	1.64528805110804	1.64528805110804	1.64528805110804
ARCH1100_zf_C2H2_ZNF337	1.4871333551012	1.4871333551012	1.4871333551012	1.4871333551012	1.00030311624774	1.00030311624774	1.00030311624774	1.00030311624774	1.05986475530025	1.05986475530025	1.05986475530025	1.05986475530025
ARCH1101_zf_C2H2_ZNF3	1.30180309397745	1.30180309397745	1.30180309397745	1.30180309397745	1.3683781048656	1.3683781048656	1.3683781048656	1.3683781048656	1.1915639260772	1.1915639260772	1.1915639260772	1.1915639260772
ARCH1102_zf_C2H2_ZNF154	0.954339786687946	0.954339786687946	0.954339786687946	0.954339786687946	1.33125582958008	1.33125582958008	1.33125582958008	1.33125582958008	1.47740151528069	1.47740151528069	1.47740151528069	1.47740151528069
ARCH1103_zf_C2H2_ZNF433	0.920621899292941	0.920621899292941	0.920621899292941	0.920621899292941	1.04149938327767	1.04149938327767	1.04149938327767	1.04149938327767	0.874062566464153	0.874062566464153	0.874062566464153	0.874062566464153
ARCH1104_zf_C2H2_ZNF525	1.55587097991135	1.55587097991135	1.55587097991135	1.55587097991135	1.74371313619259	1.74371313619259	1.74371313619259	1.74371313619259	1.35133744120548	1.35133744120548	1.35133744120548	1.35133744120548
ARCH1105_bZIP_skn_1	1.50132186653926	1.50132186653926	1.50132186653926	1.50132186653926	1.02272009400111	1.02272009400111	1.02272009400111	1.02272009400111	1.13528484813544	1.13528484813544	1.13528484813544	1.13528484813544
ARCH1106_zf_C2H2_ZNF24	1.19553961807108	1.19553961807108	1.19553961807108	1.19553961807108	1.37048175861794	1.37048175861794	1.37048175861794	1.37048175861794	1.42330759929589	1.42330759929589	1.42330759929589	1.42330759929589
