motif	fc	f_fg	f_bg	n_fg	n_bg	pval	padj	label
ARCH1578_zf_C2H2_su(Hw)	0.705455082306046	0.0258064516129032	0.036581282437636	4	1748	0.821906317543004	1	G4
ARCH1578_zf_C2H2_su(Hw)	0.965674503077389	0.0352941176470588	0.0365486688678062	3	1749	0.604892094125783	1	G5
ARCH1578_zf_C2H2_su(Hw)	0.985969914868997	0.036036036036036	0.0365488190791542	8	1744	0.56594876589865	1	G6
ARCH1578_zf_C2H2_su(Hw)	1.30090918352302	0.04713560551124	0.0362328178694158	65	1687	0.0230980256862832	0.123203371900015	G7
ARCH1578_zf_C2H2_su(Hw)	0.525930237666389	0.0192307692307692	0.0365652473531439	1	1751	0.855873197342469	1	G8
ARCH1578_zf_C2H2_su(Hw)	0	0	0.0365563577181488	0	1752	1	1	G9
ARCH1579	1.45746881617764	0.0638977635782748	0.0438415991265275	20	2088	0.0622467088278158	0.399226590378833	G1
ARCH1579	1.30065306122449	0.0571428571428571	0.0439339735140903	8	2100	0.274868237321616	1	G2
ARCH1579	1.12679422997012	0.0494845360824742	0.0439162135963249	24	2084	0.305362639159631	0.892555181337159	G3
ARCH1579	1.02712379665597	0.0451612903225806	0.0439686924493554	7	2101	0.525489398423367	1	G4
ARCH1579	1.33853598500741	0.0588235294117647	0.0439461695991976	5	2103	0.318819621703971	0.978434002879078	G5
ARCH1579	0.921616471163875	0.0405405405405405	0.0439885156233627	9	2099	0.644906711704894	1	G6
ARCH1579	0.972207033551802	0.0427846265409717	0.0440077319587629	59	2049	0.605364272730683	1	G7
ARCH1579	0.43706874520828	0.0192307692307692	0.0439994152901623	1	2107	0.903637969802734	1	G8
ARCH1579	1.74969880617721	0.0769230769230769	0.0439636105662897	1	2107	0.442708768087229	1	G9
ARCH158_Myb_ZZZ3	0.580516193166813	0.0287539936102236	0.0495317683618192	9	2359	0.973814475132233	1	G1
ARCH158_Myb_ZZZ3	1.01226175349428	0.05	0.0493943387936986	7	2361	0.541317607019508	1	G2
ARCH158_Myb_ZZZ3	0.959657090101774	0.0474226804123711	0.0494162768154423	23	2345	0.609629874361042	1	G3
ARCH158_Myb_ZZZ3	1.43874526119863	0.0709677419354839	0.0493261342708857	11	2357	0.145775844184655	0.725141378764693	G4
ARCH158_Myb_ZZZ3	0.714149981345604	0.0352941176470588	0.049421156016216	3	2365	0.797166539902319	1	G5
ARCH158_Myb_ZZZ3	0.637268144892033	0.0315315315315315	0.0494792212419054	7	2361	0.925591336995734	1	G6
ARCH158_Myb_ZZZ3	0.983120811048196	0.0485859318346628	0.0494201030927835	67	2301	0.574056880154461	1	G7
ARCH158_Myb_ZZZ3	1.16816555537486	0.0576923076923077	0.0493870987950801	3	2365	0.477368548174849	1	G8
ARCH158_Myb_ZZZ3	1.557505443437	0.0769230769230769	0.0493886408212661	1	2367	0.48244331483527	1	G9
ARCH1580_zf_C2H2_ZNF582	0.827704865325181	0.0191693290734824	0.0231596186956704	6	1103	0.732971279983994	1	G1
ARCH1580_zf_C2H2_ZNF582	1.23591467356173	0.0285714285714286	0.0231176384443189	4	1105	0.406769394891852	1	G2
ARCH1580_zf_C2H2_ZNF582	0.890293894168082	0.0206185567010309	0.0231592700299237	10	1099	0.686738616980776	1	G3
ARCH1580_zf_C2H2_ZNF582	1.39621318373072	0.032258064516129	0.0231039678553491	5	1104	0.289752204759999	0.921171348182459	G4
ARCH1580_zf_C2H2_ZNF582	2.54976555839727	0.0588235294117647	0.0230701717724746	5	1104	0.0474397070937617	0.509122405375288	G5
ARCH1580_zf_C2H2_ZNF582	0.77806856630386	0.018018018018018	0.0231573652995788	4	1105	0.757472305960437	1	G6
ARCH1580_zf_C2H2_ZNF582	0.938746899238612	0.0217548948513416	0.0231743986254296	30	1079	0.660591904886065	1	G7
ARCH1580_zf_C2H2_ZNF582	0.831140655373508	0.0192307692307692	0.0231378035792595	1	1108	0.704099937351249	1	G8
ARCH1580_zf_C2H2_ZNF582	0	0	0.0231398405875725	0	1109	1	1	G9
ARCH1581_zf_C2H2_ZNF264	0.939257681536702	0.0447284345047923	0.0476210473270902	14	2268	0.632217953866801	1	G1
ARCH1581_zf_C2H2_ZNF264	1.50273516096579	0.0714285714285714	0.0475323751542919	10	2272	0.131605646238242	0.817942643439509	G2
ARCH1581_zf_C2H2_ZNF264	1.74564315734295	0.0824742268041237	0.0472457537826105	40	2242	0.000597308701003754	0.0130829873542435	G3
ARCH1581_zf_C2H2_ZNF264	1.35688323489323	0.0645161290322581	0.0475472961660807	10	2272	0.205060583546229	0.825103029498604	G4
ARCH1581_zf_C2H2_ZNF264	1.23624996770777	0.0588235294117647	0.0475822292807289	5	2277	0.380369128613772	1	G5
ARCH1581_zf_C2H2_ZNF264	1.32679902124347	0.0630630630630631	0.0475302303162395	14	2268	0.174772610513278	0.733498724738858	G6
ARCH1581_zf_C2H2_ZNF264	1.00559448980714	0.0478607686729514	0.0475945017182131	66	2216	0.500049716176724	1	G7
ARCH1581_zf_C2H2_ZNF264	0.807810391363023	0.0384615384615385	0.0476120867876459	2	2280	0.715231275041171	1	G8
ARCH1581_zf_C2H2_ZNF264	0	0	0.0476150732379085	0	2282	1	1	G9
ARCH1582_zf_C2H2_ZNF146_ZNF260	3.68128413892611	0.00958466453674121	0.00260361987149876	3	124	0.0509032014229797	0.364731091744507	G1
ARCH1582_zf_C2H2_ZNF146_ZNF260	0	0	0.00265695935061403	0	127	1	1	G2
ARCH1582_zf_C2H2_ZNF146_ZNF260	0.77653411880216	0.00206185567010309	0.00265520293336705	1	126	0.725585208862668	1	G3
ARCH1582_zf_C2H2_ZNF146_ZNF260	0	0	0.00265779340364976	0	127	1	1	G4
ARCH1582_zf_C2H2_ZNF146_ZNF260	0	0	0.00265390562962344	0	127	1	1	G5
ARCH1582_zf_C2H2_ZNF146_ZNF260	1.70588445588446	0.00450450450450451	0.00264056835090219	1	126	0.44582028445668	1	G6
ARCH1582_zf_C2H2_ZNF146_ZNF260	1.67422794095614	0.00435097897026831	0.00259879725085911	6	121	0.160243293826811	0.5262645538496	G7
ARCH1582_zf_C2H2_ZNF146_ZNF260	0	0	0.0026520767640487	0	127	1	1	G8
ARCH1582_zf_C2H2_ZNF146_ZNF260	0	0	0.00264991862454618	0	127	1	1	G9
ARCH1583_zf_C2H2_ZFP82	0.744317408010217	0.0223642172523962	0.0300466131944736	7	1431	0.831353045557333	1	G1
ARCH1583_zf_C2H2_ZFP82	0	0	0.0300843113872675	0	1438	1	1	G2
ARCH1583_zf_C2H2_ZFP82	0.961942546044249	0.0288659793814433	0.0300080077548784	14	1424	0.595536060898184	1	G3
ARCH1583_zf_C2H2_ZFP82	0.429364722796298	0.0129032258064516	0.0300519002176461	2	1436	0.948639752464262	1	G4
ARCH1583_zf_C2H2_ZFP82	0.391780261165009	0.0117647058823529	0.0300288377147156	1	1437	0.925057006816174	1	G5
ARCH1583_zf_C2H2_ZFP82	0.900592631737883	0.027027027027027	0.0300102688769202	6	1432	0.657749289208747	1	G6
ARCH1583_zf_C2H2_ZFP82	1.04074169376282	0.0311820159535896	0.0299613402061856	43	1395	0.418932328746366	0.928741448902143	G7
ARCH1583_zf_C2H2_ZFP82	0.640851667469622	0.0192307692307692	0.03000814417274	1	1437	0.794958867238707	1	G8
ARCH1583_zf_C2H2_ZFP82	2.56549435255072	0.0769230769230769	0.0299837249092351	1	1437	0.326974793289413	1	G9
ARCH1584_zf_C2H2_ZNF490	7.2457021147117	0.00319488817891374	0.000440935623398984	1	21	0.134236524616175	0.66267840074942	G1
ARCH1584_zf_C2H2_ZNF490	16.2581632653061	0.00714285714285714	0.000439339735140903	1	21	0.0623292749037279	0.622940861316227	G2
ARCH1584_zf_C2H2_ZNF490	0	0	0.000463606861381549	0	22	1	1	G3
ARCH1584_zf_C2H2_ZNF490	0	0	0.000460405156537753	0	22	1	1	G4
ARCH1584_zf_C2H2_ZNF490	0	0	0.000459731683871777	0	22	1	1	G5
ARCH1584_zf_C2H2_ZNF490	0	0	0.000461051616824193	0	22	1	1	G6
ARCH1584_zf_C2H2_ZNF490	1.60779032425153	0.000725163161711385	0.000451030927835052	1	21	0.473902757117022	0.978527132346457	G7
ARCH1584_zf_C2H2_ZNF490	0	0	0.000459414872512373	0	22	1	1	G8
ARCH1584_zf_C2H2_ZNF490	0	0	0.000459041021574928	0	22	1	1	G9
ARCH1585_zf_C2H2_ZNF502	0.553308161487075	0.00319488817891374	0.00577415697308193	1	275	0.83686405694267	1	G1
ARCH1585_zf_C2H2_ZNF502	0	0	0.00577417937613758	0	276	1	1	G2
ARCH1585_zf_C2H2_ZNF502	0.35579381443299	0.00206185567010309	0.00579508576726936	1	275	0.940073802448877	1	G3
ARCH1585_zf_C2H2_ZNF502	2.25024723334118	0.0129032258064516	0.00573413694960656	2	274	0.224549510096095	0.861196719623525	G4
ARCH1585_zf_C2H2_ZNF502	0	0	0.00576754294311865	0	276	1	1	G5
ARCH1585_zf_C2H2_ZNF502	0.781605241605242	0.00450450450450451	0.00576314521030241	1	275	0.723291337805091	1	G6
ARCH1585_zf_C2H2_ZNF502	1.00786856147111	0.00580130529369108	0.00575601374570447	8	268	0.54084636839506	1	G7
ARCH1585_zf_C2H2_ZNF502	3.34874125874126	0.0192307692307692	0.00574268590640466	1	275	0.259482404889282	1	G8
ARCH1585_zf_C2H2_ZNF502	13.4058741258741	0.0769230769230769	0.0057380127696866	1	275	0.0723222170658467	1	G9
ARCH1586_zf_C2H2_ZFP28	0.657277513645554	0.012779552715655	0.0194431612984504	4	926	0.858552002911907	1	G1
ARCH1586_zf_C2H2_ZFP28	1.10492371705964	0.0214285714285714	0.0193937111655056	3	927	0.512237147043388	1	G2
ARCH1586_zf_C2H2_ZFP28	1.17113850779085	0.022680412371134	0.0193661229822565	11	919	0.342334995125046	0.922402625753596	G3
ARCH1586_zf_C2H2_ZFP28	0.997682430316317	0.0193548387096774	0.0193997990959317	3	927	0.580931209575247	1	G4
ARCH1586_zf_C2H2_ZFP28	2.43191462330072	0.0470588235294118	0.0193505245120575	4	926	0.0836223341859842	0.622568514957787	G5
ARCH1586_zf_C2H2_ZFP28	1.63010843996759	0.0315315315315315	0.0193432110149423	7	923	0.142546165294535	0.672077290136223	G6
ARCH1586_zf_C2H2_ZFP28	0.666386779130568	0.0130529369108049	0.0195876288659794	18	912	0.972529034377357	1	G7
ARCH1586_zf_C2H2_ZFP28	0.991285087356131	0.0192307692307692	0.0193998371165452	1	929	0.639131998578707	1	G8
ARCH1586_zf_C2H2_ZFP28	0	0	0.019404915912031	0	930	1	1	G9
ARCH1587_zf_C2H2_ZNF8	1.68132314264028	0.00638977635782748	0.00380044513501029	2	181	0.335864254371046	0.98013703055648	G1
ARCH1587_zf_C2H2_ZNF8	1.87594191522763	0.00714285714285714	0.00380761103788782	1	182	0.415051285595412	1	G2
ARCH1587_zf_C2H2_ZNF8	1.63072164948454	0.00618556701030928	0.00379314704766721	3	180	0.282894027037759	0.873137206185546	G3
ARCH1587_zf_C2H2_ZNF8	1.69386742289968	0.00645161290322581	0.00380880629499414	1	182	0.447762869621031	1	G4
ARCH1587_zf_C2H2_ZNF8	0	0	0.00382413173402432	0	183	1	1	G5
ARCH1587_zf_C2H2_ZNF8	0	0	0.00383511117631033	0	183	1	1	G6
ARCH1587_zf_C2H2_ZNF8	0.948415640710171	0.00362581580855693	0.00382302405498282	5	178	0.608024363551567	1	G7
ARCH1587_zf_C2H2_ZNF8	0	0	0.00382149643953474	0	183	1	1	G8
ARCH1587_zf_C2H2_ZNF8	0	0	0.00381838667946417	0	183	1	1	G9
ARCH1588_zf_C2H2_Zfp932	1.38687267039404	0.0223642172523962	0.0161256456557343	7	768	0.245044818811795	0.858643586852761	G1
ARCH1588_zf_C2H2_Zfp932	0.441112956810631	0.00714285714285714	0.0161928073809076	1	774	0.898239049379773	1	G2
ARCH1588_zf_C2H2_Zfp932	1.66924263333063	0.0268041237113402	0.0160576558351245	13	762	0.0540099055909383	0.3927181614311	G3
ARCH1588_zf_C2H2_Zfp932	0.797629679088595	0.0129032258064516	0.0161769630001674	2	773	0.716890820132354	1	G4
ARCH1588_zf_C2H2_Zfp932	1.45663191537935	0.0235294117647059	0.0161532996196765	2	773	0.400377317076652	1	G5
ARCH1588_zf_C2H2_Zfp932	1.9591016798048	0.0315315315315315	0.0160948928054991	7	768	0.0702943573067155	0.460046926373589	G6
ARCH1588_zf_C2H2_Zfp932	0.986453027628427	0.0159535895576505	0.0161726804123711	22	753	0.555495740377633	1	G7
ARCH1588_zf_C2H2_Zfp932	0	0	0.0161839330089586	0	775	1	1	G8
ARCH1588_zf_C2H2_Zfp932	0	0	0.0161707632600259	0	775	1	1	G9
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0.776765569869831	0.0287539936102236	0.0370175954310671	9	1763	0.820618276696301	1	G1
ARCH1589_Grainyhead_LSF_Tcfcp2l1	1.15998220352694	0.0428571428571429	0.036946379631373	6	1766	0.41529710633395	1	G2
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0.891510696756922	0.0329896907216495	0.037004256753909	16	1756	0.713185211349724	1	G3
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0.522810408650778	0.0193548387096774	0.0370207600870584	3	1769	0.928806540763278	1	G4
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0.636144898637421	0.0235294117647059	0.0369875036569566	2	1770	0.826757066929319	1	G5
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0.852458974555292	0.0315315315315315	0.0369889138043045	7	1765	0.716529520751144	1	G6
ARCH1589_Grainyhead_LSF_Tcfcp2l1	1.0612539160077	0.0391588107324148	0.0368986254295533	54	1718	0.350432657783648	0.847529028085832	G7
ARCH1589_Grainyhead_LSF_Tcfcp2l1	1.04056931768796	0.0384615384615385	0.0369620147430409	2	1770	0.577522997364659	1	G8
ARCH1589_Grainyhead_LSF_Tcfcp2l1	0	0	0.0369736677377624	0	1772	1	1	G9
ARCH159_zf_C2H2_erm	2.37749600638978	0.0287539936102236	0.0120942342418007	9	576	0.0155069214199661	0.169143769384047	G1
ARCH159_zf_C2H2_erm	1.17125704484195	0.0142857142857143	0.0121969078851022	2	583	0.511028514625302	1	G2
ARCH159_zf_C2H2_erm	1.35657953509979	0.0164948453608247	0.0121591435916888	8	577	0.243206008943596	0.825520330926413	G3
ARCH159_zf_C2H2_erm	0.527883340698188	0.00645161290322581	0.0122216641553658	1	584	0.851353469243634	1	G4
ARCH159_zf_C2H2_erm	0	0	0.012224683412045	0	585	1	1	G5
ARCH159_zf_C2H2_erm	1.47980338341784	0.018018018018018	0.0121759540624935	4	581	0.28735283676758	0.860474426307328	G6
ARCH159_zf_C2H2_erm	0.707091032655122	0.00870195794053662	0.0123067010309278	12	573	0.913534488846489	1	G7
ARCH159_zf_C2H2_erm	0	0	0.0122162591099881	0	585	1	1	G8
ARCH159_zf_C2H2_erm	12.6470510621454	0.153846153846154	0.0121645870717356	2	583	0.0106072013105763	1	G9
ARCH1590_STAT_STAT2_Stat1_Stat2	0.872809241351505	0.0287539936102236	0.0329441901482384	9	1569	0.705112804827774	1	G1
ARCH1590_STAT_STAT2_Stat1_Stat2	0.650326530612245	0.0214285714285714	0.0329504801355677	3	1575	0.843236983211125	1	G2
ARCH1590_STAT_STAT2_Stat1_Stat2	0.938995191641767	0.0309278350515464	0.0329371601972436	15	1563	0.633193306802436	1	G3
ARCH1590_STAT_STAT2_Stat1_Stat2	1.76835872448036	0.0580645161290323	0.0328352586639879	9	1569	0.0712849391642861	0.516293052720536	G4
ARCH1590_STAT_STAT2_Stat1_Stat2	1.07235854341737	0.0352941176470588	0.0329126091862749	3	1575	0.533405016892582	1	G5
ARCH1590_STAT_STAT2_Stat1_Stat2	1.09524301371435	0.036036036036036	0.0329023199279083	8	1570	0.447859919539228	1	G6
ARCH1590_STAT_STAT2_Stat1_Stat2	1.03650493144106	0.0340826686004351	0.0328823024054983	47	1531	0.424093767718357	0.930088518061159	G7
ARCH1590_STAT_STAT2_Stat1_Stat2	0.583959319057607	0.0192307692307692	0.0329316933614551	1	1577	0.824729145930062	1	G8
ARCH1590_STAT_STAT2_Stat1_Stat2	2.33773962245744	0.0769230769230769	0.0329048950465301	1	1577	0.352848944675493	1	G9
ARCH1591_T_box_T	1.20536610202799	0.0543130990415336	0.0450594213244866	17	2146	0.250346216418687	0.858643586852761	G1
ARCH1591_T_box_T	2.06440863787375	0.0928571428571429	0.044980020502521	13	2150	0.0109756833317594	0.231084929682624	G2
ARCH1591_T_box_T	1.00539587917776	0.045360824742268	0.0451173768280862	22	2141	0.520541609803385	1	G3
ARCH1591_T_box_T	0.428172043010753	0.0193548387096774	0.0452034153691612	3	2160	0.972895035916919	1	G4
ARCH1591_T_box_T	1.30442130513002	0.0588235294117647	0.045095498808877	5	2158	0.338178495631022	0.990822863143317	G5
ARCH1591_T_box_T	0.99833460957474	0.0450450450450451	0.0451201877737494	10	2153	0.547374847558788	1	G6
ARCH1591_T_box_T	1.07927527968602	0.0485859318346628	0.0450171821305842	67	2096	0.282240585449843	0.747139795401339	G7
ARCH1591_T_box_T	0.425949975094286	0.0192307692307692	0.0451479524714432	1	2162	0.909474026702021	1	G8
ARCH1591_T_box_T	1.70518750444745	0.0769230769230769	0.045111213120227	1	2162	0.451341749354096	1	G9
ARCH1592_Grainyhead_LSF_GRHL2	0.453531279907439	0.0191693290734824	0.0422668290429597	6	2013	0.991675304111107	1	G1
ARCH1592_Grainyhead_LSF_GRHL2	0.677759659695144	0.0285714285714286	0.042155693633758	4	2015	0.845495588011866	1	G2
ARCH1592_Grainyhead_LSF_GRHL2	1.02838302219746	0.0432989690721649	0.0421039322291061	21	1998	0.479701296032478	1	G3
ARCH1592_Grainyhead_LSF_GRHL2	1.53451404165128	0.0645161290322581	0.042043361794743	10	2009	0.120039805872338	0.662007324869139	G4
ARCH1592_Grainyhead_LSF_GRHL2	1.11759451175011	0.0470588235294118	0.0421072428637105	4	2015	0.48325856892026	1	G5
ARCH1592_Grainyhead_LSF_GRHL2	1.28515062147349	0.0540540540540541	0.0420604815893707	12	2007	0.228025118299437	0.80430678091074	G6
ARCH1592_Grainyhead_LSF_GRHL2	1.19471188709767	0.0500362581580856	0.0418814432989691	69	1950	0.0807264664407724	0.327732560318591	G7
ARCH1592_Grainyhead_LSF_GRHL2	0.456344819699627	0.0192307692307692	0.0421408733059077	1	2018	0.893403558465301	1	G8
ARCH1592_Grainyhead_LSF_GRHL2	0	0	0.04212744647999	0	2019	1	1	G9
ARCH1593_GFI1	0.965327482372375	0.0511182108626198	0.0529542686767732	16	2522	0.593292014708293	1	G1
ARCH1593_GFI1	1.07959345002823	0.0571428571428571	0.0529299776145945	8	2530	0.464140097347612	1	G2
ARCH1593_GFI1	1.44750182401266	0.0762886597938144	0.0527036709234206	37	2501	0.0174277026282913	0.189982989100834	G3
ARCH1593_GFI1	0.486635944700461	0.0258064516129032	0.053030303030303	4	2534	0.966789589481418	1	G4
ARCH1593_GFI1	0.666258266620258	0.0352941176470588	0.0529736281188615	3	2535	0.834252232076708	1	G5
ARCH1593_GFI1	1.87945616522723	0.0990990990990991	0.0527275394513486	22	2516	0.00367929180811822	0.0698808150409027	G6
ARCH1593_GFI1	1.11308560909721	0.0587382160986222	0.052770618556701	81	2457	0.179461633567184	0.568748887711169	G7
ARCH1593_GFI1	1.08982703686846	0.0576923076923077	0.0529371228099484	3	2535	0.524313252868639	1	G8
ARCH1593_GFI1	1.45313968648616	0.0769230769230769	0.0529357759879815	1	2537	0.50699160083405	1	G9
ARCH1594_PAX4	0.701196978843068	0.0287539936102236	0.0410070129761055	9	1953	0.896884291893216	1	G1
ARCH1594_PAX4	0.872308197678663	0.0357142857142857	0.0409422791271784	5	1957	0.682792113207036	1	G2
ARCH1594_PAX4	1.05858283274112	0.0432989690721649	0.0409027689973448	21	1941	0.4271650781741	1	G3
ARCH1594_PAX4	0.945656045913319	0.0387096774193548	0.0409342039176293	6	1956	0.612392744150263	1	G4
ARCH1594_PAX4	1.15012918344049	0.0470588235294118	0.0409161198645881	4	1958	0.461029209157024	1	G5
ARCH1594_PAX4	1.76724720609613	0.0720720720720721	0.0407821111972672	16	1946	0.0210135194691901	0.236816260905893	G6
ARCH1594_PAX4	1.249181700132	0.050761421319797	0.0406357388316151	70	1892	0.0390644813026184	0.185812839260791	G7
ARCH1594_PAX4	1.41026622688185	0.0576923076923077	0.0409088061478063	3	1959	0.358684577411014	1	G8
ARCH1594_PAX4	0	0	0.0409381129240913	0	1962	1	1	G9
ARCH1595_MEF2A	0.922688637540464	0.0351437699680511	0.0380884390878932	11	1814	0.648497161388016	1	G1
ARCH1595_MEF2A	1.69206655129012	0.0642857142857143	0.0379924266198038	9	1816	0.0873856163121163	0.717037262548966	G2
ARCH1595_MEF2A	1.19387275503028	0.045360824742268	0.0379946895941333	22	1803	0.229146391222651	0.809312871990533	G3
ARCH1595_MEF2A	1.18701160438625	0.0451612903225806	0.0380462079357107	7	1818	0.377386988349251	1	G4
ARCH1595_MEF2A	2.47875942892292	0.0941176470588235	0.0379696577088645	8	1817	0.015696520050477	0.271539799089781	G5
ARCH1595_MEF2A	1.30339352583013	0.0495495495495496	0.0380158014963221	11	1814	0.227555225001523	0.803693096364286	G6
ARCH1595_MEF2A	1.77190732966821	0.0659898477157361	0.0372422680412371	91	1734	3.34788395713206e-07	5.90444988803291e-06	G7
ARCH1595_MEF2A	2.0228530393275	0.0769230769230769	0.0380270219475014	4	1821	0.13551913125656	1	G8
ARCH1595_MEF2A	0	0	0.0380795392897383	0	1825	1	1	G9
ARCH1596_MEF2A	0.662799135571014	0.0223642172523962	0.033742073657246	7	1607	0.904913935442661	1	G1
ARCH1596_MEF2A	1.06097398561662	0.0357142857142857	0.0336617920877006	5	1609	0.510325953188351	1	G2
ARCH1596_MEF2A	1.04153793517484	0.0350515463917526	0.0336536435284697	17	1597	0.467334280746551	1	G3
ARCH1596_MEF2A	0.957998356021572	0.032258064516129	0.033672358948602	5	1609	0.600800263031771	1	G4
ARCH1596_MEF2A	2.45234452212746	0.0823529411764706	0.0335813098173611	7	1607	0.0245886606319622	0.35436132413695	G5
ARCH1596_MEF2A	1.34003392419851	0.0450450450450451	0.0336148542448184	10	1604	0.217229949879279	0.793622316414153	G6
ARCH1596_MEF2A	1.48507411580283	0.0493110949963742	0.0332044673539519	68	1546	0.00125721242381546	0.0106043134878348	G7
ARCH1596_MEF2A	2.28795986622074	0.0769230769230769	0.0336208156702237	4	1610	0.0974581159142477	1	G8
ARCH1596_MEF2A	0	0	0.0336769185828152	0	1614	1	1	G9
ARCH1597_MEF2A	0.606214121151178	0.00638977635782748	0.0105404610926805	2	502	0.84265791503589	1	G1
ARCH1597_MEF2A	2.73137142857143	0.0285714285714286	0.0104604698843072	4	500	0.0609029836711912	0.621992589565591	G2
ARCH1597_MEF2A	1.17883492733822	0.0123711340206186	0.010494373498546	6	498	0.401569828639815	0.984353478867994	G3
ARCH1597_MEF2A	0	0	0.0105474635861376	0	504	1	1	G4
ARCH1597_MEF2A	3.37118703768933	0.0352941176470588	0.0104693442554436	3	501	0.0606937563893261	0.553613999976487	G5
ARCH1597_MEF2A	0.856340404149169	0.00900900900900901	0.0105203596202611	2	502	0.679194577950476	1	G6
ARCH1597_MEF2A	2.06135643677722	0.0210297316896302	0.0102018900343643	29	475	0.000384081929464072	0.00362210597369591	G7
ARCH1597_MEF2A	0	0	0.0105247770793744	0	504	1	1	G8
ARCH1597_MEF2A	0	0	0.010516212494262	0	504	1	1	G9
ARCH1598_Pou1f1	1.22083700552496	0.376996805111821	0.308801914920422	118	14707	0.00614117578863361	0.0918830276986663	G1
ARCH1598_Pou1f1	1.27137295676564	0.392857142857143	0.309002280382435	55	14770	0.0216568202383497	0.338045538892861	G2
ARCH1598_Pou1f1	1.31768730495674	0.406185567010309	0.308256416740422	197	14628	3.54112683724936e-06	0.000192354009799385	G3
ARCH1598_Pou1f1	1.2527620899468	0.387096774193548	0.308994642558179	60	14765	0.0235848187274723	0.300503528356307	G4
ARCH1598_Pou1f1	1.40861270664609	0.435294117647059	0.30902327914072	37	14788	0.00954254463926504	0.213675567205661	G5
ARCH1598_Pou1f1	1.43031583223068	0.441441441441441	0.308632143680449	98	14727	2.24157209110015e-05	0.00106808943849614	G6
ARCH1598_Pou1f1	1.40187478672796	0.428571428571429	0.305713058419244	591	14234	1.89496710745479e-21	1.25530016191395e-19	G7
ARCH1598_Pou1f1	0.497214737749259	0.153846153846154	0.309415916637083	8	14817	0.996896402288588	1	G8
ARCH1598_Pou1f1	1.49265755500994	0.461538461538462	0.309205859032675	6	14819	0.185001298650085	1	G9
ARCH1599	0.919180612135824	0.0415335463258786	0.0451854029311721	13	2152	0.660207447891384	1	G1
ARCH1599	0.631969326370067	0.0285714285714286	0.0452101508399757	4	2161	0.88144446175257	1	G2
ARCH1599	1.37484729230546	0.0618556701030928	0.0449909385931639	30	2135	0.0525370574516647	0.384610911155583	G3
ARCH1599	0.713620071684588	0.032258064516129	0.0452034153691612	5	2160	0.833732120458385	1	G4
ARCH1599	1.56458055199847	0.0705882352941176	0.0451163957035984	6	2159	0.185957616127262	0.836193518876892	G5
ARCH1599	1.39896800566257	0.0630630630630631	0.0450782739904017	14	2151	0.13183838123819	0.647510024309084	G6
ARCH1599	1.2451134838672	0.0558375634517767	0.0448453608247423	77	2088	0.0336750937348577	0.165991932094144	G7
ARCH1599	0	0	0.0452105999540585	0	2165	1	1	G8
ARCH1599	0	0	0.0451738096231691	0	2165	1	1	G9
ARCH16_GATA_Gata3	1.63671291942215	0.0958466453674121	0.0585604501742746	30	2789	0.0061330782130211	0.0918830276986663	G1
ARCH16_GATA_Gata3	0.971672511053514	0.0571428571428571	0.0588087616895751	8	2811	0.584313413682412	1	G2
ARCH16_GATA_Gata3	0.663936671575847	0.0391752577319588	0.0590045096303789	19	2800	0.979263859165387	1	G3
ARCH16_GATA_Gata3	0.877364271697594	0.0516129032258065	0.0588272225012557	8	2811	0.69707367561632	1	G4
ARCH16_GATA_Gata3	0.399707657290818	0.0235294117647059	0.0588665524303089	2	2817	0.963563214921677	1	G5
ARCH16_GATA_Gata3	0.765188470777648	0.0450450450450451	0.0588679087117799	10	2809	0.846278286918598	1	G6
ARCH16_GATA_Gata3	1.0242611605155	0.060188542422045	0.0587628865979381	83	2736	0.428834508072911	0.934013250943084	G7
ARCH16_GATA_Gata3	0.326793415952394	0.0192307692307692	0.0588468686699939	1	2818	0.957281579476555	1	G8
ARCH16_GATA_Gata3	0	0	0.0588198472645328	0	2819	1	1	G9
ARCH160_gsb	0.769594082993223	0.0223642172523962	0.0290597572754378	7	1384	0.805489660715365	1	G1
ARCH160_gsb	2.22343911515402	0.0642857142857143	0.0289127387602251	9	1382	0.0212964061306757	0.337891018281734	G2
ARCH160_gsb	1.06660573004076	0.0309278350515464	0.0289965018755005	15	1376	0.437406583210005	1	G3
ARCH160_gsb	1.11213517665131	0.032258064516129	0.0290055248618785	5	1386	0.468953254087228	1	G4
ARCH160_gsb	0.810638207766908	0.0235294117647059	0.0290257867680863	2	1389	0.710511423995397	1	G5
ARCH160_gsb	2.81787760083463	0.0810810810810811	0.0287738122681644	18	1373	9.59330714673853e-05	0.00366977777613266	G6
ARCH160_gsb	2.11506106826672	0.0594633792603336	0.0281142611683849	82	1309	1.06208959475866e-09	2.67095864755974e-08	G7
ARCH160_gsb	1.32599545882483	0.0384615384615385	0.0290057844508948	2	1389	0.447712592139395	1	G8
ARCH160_gsb	2.65224128389596	0.0769230769230769	0.0290030463631432	1	1390	0.318076593900153	1	G9
ARCH1600	1.24301569195198	0.108626198083067	0.0873892411707891	34	4162	0.112445283661214	0.596487090671595	G1
