sample	motif	gene	gene_expression_fc	motif_enrichment_fc	motif_enrichment_minuslog10_fdr	cor_qv	cor_fc	reporterline	condition	id
JGC7_NcolPos	ARCH1610_HLH_Tcf4	Nvec_vc1.1_XM_032375349.2	3.2817908698065	1.14302066016976	18.6982867533904	0.951281203553974	0.883194922242182	Ncol	positive	ARCH1610_HLH_Tcf4 | Nvec_vc1.1_XM_032375349.2
JGD1_ElavPos	ARCH1610_HLH_Tcf4	Nvec_vc1.1_XM_032375349.2	-0.0467673971942362	1.00082444080986	5.00358180856018	0.951281203553974	0.883194922242182	Elav	positive	ARCH1610_HLH_Tcf4 | Nvec_vc1.1_XM_032375349.2
JGD3_ElavPos	ARCH1610_HLH_Tcf4	Nvec_vc1.1_XM_032375349.2	1.0564833711648	1.00082444080986	5.00358180856018	0.951281203553974	0.883194922242182	Elav	positive	ARCH1610_HLH_Tcf4 | Nvec_vc1.1_XM_032375349.2
JGD5_ElavPos	ARCH1610_HLH_Tcf4	Nvec_vc1.1_XM_032375349.2	1.49654743645882	1.00082444080986	5.00358180856018	0.951281203553974	0.883194922242182	Elav	positive	ARCH1610_HLH_Tcf4 | Nvec_vc1.1_XM_032375349.2
JGD7_ElavPos	ARCH1610_HLH_Tcf4	Nvec_vc1.1_XM_032375349.2	1.76043729140659	1.00082444080986	5.00358180856018	0.951281203553974	0.883194922242182	Elav	positive	ARCH1610_HLH_Tcf4 | Nvec_vc1.1_XM_032375349.2
JGA1_FoxPos	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	Nvec_vc1.1_XM_032365212.2	-1.93634275332644	0.88228277078664	3.08842274884403	-0.666646842751936	-0.796063247711565	Fox	positive	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1 | Nvec_vc1.1_XM_032365212.2
JGA3_FoxPos	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	Nvec_vc1.1_XM_032365212.2	-0.174999339127842	0.88228277078664	3.08842274884403	-0.666646842751936	-0.796063247711565	Fox	positive	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1 | Nvec_vc1.1_XM_032365212.2
JGA5_FoxPos	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	Nvec_vc1.1_XM_032365212.2	-1.44287111931841	0.88228277078664	3.08842274884403	-0.666646842751936	-0.796063247711565	Fox	positive	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1 | Nvec_vc1.1_XM_032365212.2
JGA7_FoxPos	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	Nvec_vc1.1_XM_032365212.2	-0.565027925268121	0.88228277078664	3.08842274884403	-0.666646842751936	-0.796063247711565	Fox	positive	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1 | Nvec_vc1.1_XM_032365212.2
JGC1_NcolPos	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1	Nvec_vc1.1_XM_032365212.2	-1.01397559332407	0.75933829739305	4.81979998870922	-0.666646842751936	-0.796063247711565	Ncol	positive	ARCH2460_LIM_LHX1_Homeodomains_LHX9_HESX1 | Nvec_vc1.1_XM_032365212.2
